videoId,title,publishedAt,categoryId,categoryName,fetched_date
jtRU5ZhFdyc,全球倒數3個月！只剩3億人？他們警告：2025最恐怖的不是海嘯！ | 馬臉姐,2025-04-18T13:00:01Z,24,娛樂_Entertainment,2025-05-06
GjTkqaXMYAc,台幣升值震撼全世界！？ 外媒驚覺台灣是「超級美元強權」出手恐動搖美金！【關鍵時刻】20250505-4 張炤和 呂國禎 黃世聰 林廷輝 張禹宣 王瑞德 [ENG SUB],2025-05-05T16:00:34Z,25,新聞與政治_News & Politics,2025-05-06
H2cUaJBt4cI,台幣恐現「25元」重演1985慘況？ 揭貶美元「轉移美債成本」內幕！-黃世聰 林廷輝 康仁俊 徐俊相《57爆新聞》20250505-1,2025-05-05T13:30:06Z,25,新聞與政治_News & Politics,2025-05-06
XWX_Hps55pc,【SUB】中國對川普出手 稀土突暴漲210%【#新聞大白話】20250505 #字幕版  #川普 #中國 #稀土 #美國,2025-05-05T13:01:05Z,25,新聞與政治_News & Politics,2025-05-06
fOT5TCIBjNc,【中天直播#LIVE】200年首次!白沙屯媽祖走進名間 萬人見證歷史一刻 20250506 @中天新聞CtiNews,2025-05-05T11:51:45Z,25,新聞與政治_News & Politics,2025-05-06
C7Sm6zUZDt8,【#頭條開講】川普原力戰哪吒!好萊塢沉淪哀號!胡塞高超音速探你家底!美以瑟瑟發抖!西方紙老虎大現形! |20250505 完整版 @頭條開講HeadlinesTalk,2025-05-05T14:07:12Z,25,新聞與政治_News & Politics,2025-05-06
TVAIibKvyrM,最新!巴國透露中國將加速交付殲-35!印度嚇傻 中巴聯手&quot;100億&quot;蓋巴基斯坦三峽 北約成員國土耳其2千枚導導馳援巴國【#全球大爆卦】精華版20250505@全球大視野Global_Vision,2025-05-05T14:00:05Z,25,新聞與政治_News & Politics,2025-05-06
BPvnsXOfr1M,【中天辣晚報】#蔡正元#介文汲#栗正傑!台幣暴力升值 蔡正元警告!普丁談中俄 自曝想揍他!胡塞打爆以 巴鐵首戰贏! |林嘉源辣晚報20250505完整版@中天新聞CtiNews,2025-05-05T12:07:32Z,25,新聞與政治_News & Politics,2025-05-06
SsrQuTUko2Y,不可能誒！羅廷瑋連署169.3%超越傅崐萁 台中.桃園將6區全罷？正義の北極星違規?黃國昌被記者問暴怒?傅管家人間蒸發 橘子2.0?｜王偊菁 主持｜【前進新台灣 完整版】20250505｜三立新聞台,2025-05-05T08:13:20Z,25,新聞與政治_News & Politics,2025-05-06
q16e36bML7E,ソフィ超熟睡おやすみプレミアム 抱き枕篇改訂　15秒,2025-04-23T07:36:06Z,26,生活風格與教學_Howto & Style,2025-05-06
akR_QQcVEMc,東出昌大 / 焦がし味噌の冷や汁,2025-05-04T11:00:06Z,26,生活風格與教學_Howto & Style,2025-05-06
XGZzpH3Az1Y,【恐怖】解雇地獄がスゴい！もう払えない！？スタグフレーション間近｜今アメリカ人が心配していること,2025-05-05T10:01:01Z,26,生活風格與教學_Howto & Style,2025-05-06
431gbqFGeOw,あのアニメファンなら一発で答えられる問題,2025-05-05T12:25:00Z,26,生活風格與教學_Howto & Style,2025-05-06
GkLk1davceI,人生最高のカレー #shorts,2025-05-05T03:00:18Z,26,生活風格與教學_Howto & Style,2025-05-06
me-DIX_Zpbk,【１人ぼっちの海外ディズニー】香港ディズニーランドで食べ歩きしてお買い物して大満喫しまくる日〜前夜祭〜,2025-05-05T11:03:00Z,26,生活風格與教學_Howto & Style,2025-05-06
4v3MTstzdkw,世界でバズった遅刻する教師,2025-04-28T12:00:14Z,28,自然與科技_Science & Technology,2025-05-06
