videoId,categoryId,categoryName,觀看數,按讚數,留言數,影片長度(秒),每天觀看數
e5vrS8ZiRGc,20,遊戲_Gaming,1458380,27631,58,41.0,63407.82608695652
c7-hx_4NX74,20,遊戲_Gaming,2023156,39704,96,41.0,91961.63636363635
